pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
1.30565,0.871909,0.665907,0.872543,1.27835,0.871909,All
1.30963,0.872543,0.668628,0.873177,1.27997,0.872543,All
1.31671,0.873177,0.671931,0.873811,1.28266,0.873177,All
1.32266,0.873811,0.677945,0.874445,1.28351,0.873811,All
1.33528,0.874445,0.678395,0.875079,1.28811,0.874445,All
1.33612,0.875079,0.678827,0.875713,1.29083,0.875079,All
1.33951,0.875713,0.679881,0.876347,1.29576,0.875713,All
1.34396,0.876347,0.685391,0.876982,1.29692,0.876347,All
1.34419,0.876982,0.685892,0.877616,1.30227,0.876982,All
1.35398,0.877616,0.686832,0.87825,1.30584,0.877616,All
