V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
76.2292,0.607393,2.43369,0.607393,All
76.2653,0.608392,2.44003,0.608392,All
76.3066,0.609391,2.44014,0.609391,All
76.4795,0.61039,2.44158,0.61039,All
76.6062,0.611389,2.44373,0.611389,All
76.6216,0.612388,2.44543,0.612388,All
76.8102,0.613387,2.45174,0.613387,All
76.9426,0.614386,2.45777,0.614386,All
76.9837,0.615385,2.48398,0.615385,All
76.9985,0.616384,2.48699,0.616384,All
77.1378,0.617383,2.51555,0.617383,All
77.1652,0.618382,2.521,0.618382,All
77.1723,0.619381,2.52605,0.619381,All
77.1959,0.62038,2.54562,0.62038,All
77.1973,0.621379,2.54735,0.621379,All
77.2269,0.622378,2.55502,0.622378,All
77.2475,0.623377,2.55981,0.623377,All
77.3048,0.624376,2.56271,0.624376,All
77.3332,0.625375,2.56467,0.625375,All
77.3546,0.626374,2.5697,0.626374,All
77.3638,0.627373,2.57611,0.627373,All
77.6926,0.628372,2.58063,0.628372,All
77.7472,0.629371,2.58956,0.629371,All
77.8052,0.63037,2.6074,0.63037,All
77.8338,0.631369,2.60826,0.631369,All
77.9447,0.632368,2.60827,0.632368,All
78.1522,0.633367,2.6199,0.633367,All
78.3795,0.634366,2.62187,0.634366,All
78.4494,0.635365,2.63403,0.635365,All
78.5032,0.636364,2.64372,0.636364,All
78.5355,0.637363,2.64884,0.637363,All
78.5997,0.638362,2.65241,0.638362,All
78.6128,0.639361,2.65867,0.639361,All
78.6648,0.64036,2.66016,0.64036,All
78.6942,0.641359,2.66386,0.641359,All
78.7003,0.642358,2.67132,0.642358,All
78.7565,0.643357,2.67949,0.643357,All
78.7962,0.644356,2.68176,0.644356,All
78.855,0.645355,2.69314,0.645355,All
78.9143,0.646354,2.70269,0.646354,All
78.9327,0.647353,2.71255,0.647353,All
79.0845,0.648352,2.73001,0.648352,All
79.2144,0.649351,2.7542,0.649351,All
79.2157,0.65035,2.75445,0.65035,All
79.2395,0.651349,2.75794,0.651349,All
79.4413,0.652348,2.77059,0.652348,All
79.443,0.653347,2.77794,0.653347,All
