pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.423251,0.670894,0.162542,0.671528,0.544645,0.670894,All
0.423479,0.671528,0.162981,0.672162,0.544947,0.671528,All
0.425492,0.672162,0.16445,0.672796,0.546517,0.672162,All
0.427733,0.672796,0.165337,0.673431,0.550858,0.672796,All
0.428316,0.673431,0.165632,0.674065,0.553021,0.673431,All
0.430871,0.674065,0.165979,0.674699,0.555067,0.674065,All
0.432592,0.674699,0.166526,0.675333,0.558058,0.674699,All
0.434204,0.675333,0.168733,0.675967,0.562755,0.675333,All
0.434387,0.675967,0.172405,0.676601,0.563281,0.675967,All
0.435511,0.676601,0.172558,0.677235,0.56334,0.676601,All
0.438002,0.677235,0.173164,0.677869,0.563391,0.677235,All
0.444063,0.677869,0.174635,0.678503,0.56555,0.677869,All
0.444594,0.678503,0.176114,0.679138,0.570928,0.678503,All
0.444978,0.679138,0.176328,0.679772,0.570935,0.679138,All
0.445785,0.679772,0.177119,0.680406,0.571715,0.679772,All
0.447269,0.680406,0.178883,0.68104,0.571826,0.680406,All
0.450067,0.68104,0.179611,0.681674,0.572439,0.68104,All
0.452315,0.681674,0.179649,0.682308,0.575596,0.681674,All
0.453363,0.682308,0.181777,0.682942,0.577097,0.682308,All
0.455087,0.682942,0.182059,0.683576,0.578923,0.682942,All
0.462125,0.683576,0.182277,0.684211,0.579272,0.683576,All
0.466637,0.684211,0.183118,0.684845,0.580122,0.684211,All
0.467105,0.684845,0.1834,0.685479,0.580311,0.684845,All
0.467888,0.685479,0.183438,0.686113,0.583146,0.685479,All
0.473832,0.686113,0.184101,0.686747,0.583515,0.686113,All
0.474067,0.686747,0.184159,0.687381,0.58418,0.686747,All
0.476041,0.687381,0.185709,0.688015,0.584945,0.687381,All
0.47712,0.688015,0.186448,0.688649,0.586696,0.688015,All
0.481108,0.688649,0.187546,0.689283,0.587546,0.688649,All
0.48113,0.689283,0.188324,0.689918,0.591689,0.689283,All
0.481157,0.689918,0.189223,0.690552,0.592898,0.689918,All
0.483587,0.690552,0.190227,0.691186,0.593126,0.690552,All
0.483681,0.691186,0.194505,0.69182,0.597626,0.691186,All
0.487111,0.69182,0.194874,0.692454,0.601737,0.69182,All
0.489015,0.692454,0.196793,0.693088,0.606182,0.692454,All
0.489708,0.693088,0.197789,0.693722,0.606714,0.693088,All
0.490655,0.693722,0.198187,0.694356,0.610569,0.693722,All
0.492918,0.694356,0.198201,0.69499,0.610686,0.694356,All
0.492956,0.69499,0.198274,0.695625,0.610829,0.69499,All
0.493188,0.695625,0.20058,0.696259,0.615542,0.695625,All
0.494852,0.696259,0.202847,0.696893,0.616279,0.696259,All
0.495422,0.696893,0.205543,0.697527,0.617898,0.696893,All
0.500574,0.697527,0.205932,0.698161,0.62051,0.697527,All
